#packet;SourceIP;UDP_Port_Destination;CoAP_Resource;Message_ID;attack
51;192.168.56.1;5683;www.inrow25.gal/4;63528;0
52;192.168.56.5;5683;www.inrow25.gal/4;613;0
53;;;;;0
54;;;;;0
55;;;;;0
56;;;;;0
57;192.168.56.1;5683;www.inrow13.gal/1;63529;0
58;192.168.56.2;5683;www.inrow13.gal/1;21136;0
59;192.168.56.1;5683;www.inrow13.gal/2;63530;0
60;192.168.56.2;5683;www.inrow13.gal/2;29277;0
61;192.168.56.1;5683;www.inrow13.gal/3;63531;0
62;192.168.56.2;5683;www.inrow13.gal/3;64718;0
63;192.168.56.1;5683;www.inrow13.gal/4;63532;0
64;192.168.56.2;5683;www.inrow13.gal/4;20772;0
65;192.168.56.1;5683;www.inrow15.gal/1;63533;0
66;192.168.56.3;5683;www.inrow15.gal/1;20755;0
67;192.168.56.1;5683;www.inrow15.gal/2;63534;0
68;192.168.56.3;5683;www.inrow15.gal/2;49711;0
69;192.168.56.1;5683;www.inrow15.gal/3;63535;0
70;192.168.56.3;5683;www.inrow15.gal/3;55047;0
71;192.168.56.1;5683;www.inrow15.gal/4;63536;0
72;192.168.56.3;5683;www.inrow15.gal/4;33174;0
73;192.168.56.1;5683;www.inrow23.gal/1;63537;0
74;192.168.56.4;5683;www.inrow23.gal/1;21715;0
75;192.168.56.1;5683;www.inrow23.gal/2;63538;0
76;192.168.56.4;5683;www.inrow23.gal/2;62053;0
77;192.168.56.1;5683;www.inrow23.gal/3;63539;0
78;192.168.56.4;5683;www.inrow23.gal/3;63058;0
79;192.168.56.1;5683;www.inrow23.gal/4;63540;0
80;192.168.56.4;5683;www.inrow23.gal/4;53521;0
81;192.168.56.1;5683;www.inrow25.gal/1;63541;0
82;192.168.56.5;5683;www.inrow25.gal/1;31088;0
83;192.168.56.1;5683;www.inrow25.gal/2;63542;0
84;192.168.56.5;5683;www.inrow25.gal/2;14259;0
85;192.168.56.1;5683;www.inrow25.gal/3;63543;0
86;192.168.56.5;5683;www.inrow25.gal/3;25551;0
87;192.168.56.1;5683;www.inrow25.gal/4;63544;0
88;192.168.56.5;5683;www.inrow25.gal/4;18286;0
89;192.168.56.1;5353;;;0
90;;5353;;;0
91;;;;;0
92;;;;;0
93;;;;;0
94;;;;;0
95;;;;;0
96;;;;;0
97;;;;;0
98;192.168.56.1;5683;www.inrow13.gal/1;63545;0
99;192.168.56.2;5683;www.inrow13.gal/1;64332;0
100;192.168.56.1;5683;www.inrow13.gal/2;63546;0
101;192.168.56.2;5683;www.inrow13.gal/2;28444;0
102;192.168.56.1;5683;www.inrow13.gal/3;63547;0
103;192.168.56.2;5683;www.inrow13.gal/3;25469;0
104;192.168.56.1;5683;www.inrow13.gal/4;63548;0
105;192.168.56.2;5683;www.inrow13.gal/4;6318;0
106;192.168.56.1;5683;www.inrow15.gal/1;63549;0
107;192.168.56.3;5683;www.inrow15.gal/1;55143;0
108;192.168.56.1;5683;www.inrow15.gal/2;63550;0
109;192.168.56.3;5683;www.inrow15.gal/2;65196;0
110;192.168.56.1;5683;www.inrow15.gal/3;63551;0
111;192.168.56.3;5683;www.inrow15.gal/3;41765;0
112;192.168.56.1;5683;www.inrow15.gal/4;63552;0
113;192.168.56.3;5683;www.inrow15.gal/4;6430;0
114;192.168.56.1;5683;www.inrow23.gal/1;63553;0
115;192.168.56.4;5683;www.inrow23.gal/1;33351;0
116;192.168.56.1;5683;www.inrow23.gal/2;63554;0
117;192.168.56.4;5683;www.inrow23.gal/2;45849;0
118;192.168.56.1;5683;www.inrow23.gal/3;63555;0
119;192.168.56.4;5683;www.inrow23.gal/3;40873;0
120;192.168.56.1;5683;www.inrow23.gal/4;63556;0
121;192.168.56.4;5683;www.inrow23.gal/4;56563;0
122;192.168.56.1;5683;www.inrow25.gal/1;63557;0
123;192.168.56.5;5683;www.inrow25.gal/1;55650;0
124;192.168.56.1;5683;www.inrow25.gal/2;63558;0
125;192.168.56.5;5683;www.inrow25.gal/2;474;0
126;192.168.56.1;5683;www.inrow25.gal/3;63559;0
127;192.168.56.5;5683;www.inrow25.gal/3;1902;0
128;192.168.56.1;5683;www.inrow25.gal/4;63560;0
129;192.168.56.5;5683;www.inrow25.gal/4;6165;0
130;;;;;0
131;;;;;0
132;192.168.56.1;5683;www.inrow13.gal/1;63561;0
133;192.168.56.2;5683;www.inrow13.gal/1;8347;0
134;192.168.56.1;5683;www.inrow13.gal/2;63562;0
135;192.168.56.2;5683;www.inrow13.gal/2;34309;0
136;192.168.56.1;5683;www.inrow13.gal/3;63563;0
137;192.168.56.2;5683;www.inrow13.gal/3;40577;0
138;192.168.56.1;5683;www.inrow13.gal/4;63564;0
139;192.168.56.2;5683;www.inrow13.gal/4;20905;0
140;192.168.56.1;5683;www.inrow15.gal/1;63565;0
141;192.168.56.3;5683;www.inrow15.gal/1;11523;0
142;192.168.56.1;5683;www.inrow15.gal/2;63566;0
143;192.168.56.3;5683;www.inrow15.gal/2;52512;0
144;192.168.56.1;5683;www.inrow15.gal/3;63567;0
145;192.168.56.3;5683;www.inrow15.gal/3;4358;0
146;192.168.56.1;5683;www.inrow15.gal/4;63568;0
147;192.168.56.3;5683;www.inrow15.gal/4;55161;0
148;192.168.56.1;5683;www.inrow23.gal/1;63569;0
149;192.168.56.4;5683;www.inrow23.gal/1;3742;0
150;192.168.56.1;5683;www.inrow23.gal/2;63570;0
151;192.168.56.4;5683;www.inrow23.gal/2;58247;0
152;192.168.56.1;5683;www.inrow23.gal/3;63571;0
153;192.168.56.4;5683;www.inrow23.gal/3;31976;0
154;192.168.56.1;5683;www.inrow23.gal/4;63572;0
155;192.168.56.4;5683;www.inrow23.gal/4;1298;0
156;192.168.56.1;5683;www.inrow25.gal/1;63573;0
157;192.168.56.5;5683;www.inrow25.gal/1;13522;0
158;192.168.56.1;5683;www.inrow25.gal/2;63574;0
159;192.168.56.5;5683;www.inrow25.gal/2;46941;0
160;192.168.56.1;5683;www.inrow25.gal/3;63575;0
161;192.168.56.5;5683;www.inrow25.gal/3;53754;0
162;192.168.56.1;5683;www.inrow25.gal/4;63576;0
163;192.168.56.5;5683;www.inrow25.gal/4;20377;0
164;192.168.56.1;5683;www.inrow13.gal/1;63577;0
165;192.168.56.2;5683;www.inrow13.gal/1;31118;0
166;192.168.56.1;5683;www.inrow13.gal/2;63578;0
167;192.168.56.2;5683;www.inrow13.gal/2;47424;0
168;192.168.56.1;5683;www.inrow13.gal/3;63579;0
169;192.168.56.2;5683;www.inrow13.gal/3;36083;0
170;192.168.56.1;5683;www.inrow13.gal/4;63580;0
171;192.168.56.2;5683;www.inrow13.gal/4;7331;0
172;192.168.56.1;5683;www.inrow15.gal/1;63581;0
173;192.168.56.3;5683;www.inrow15.gal/1;15627;0
174;192.168.56.1;5683;www.inrow15.gal/2;63582;0
175;192.168.56.3;5683;www.inrow15.gal/2;2352;0
176;192.168.56.1;5683;www.inrow15.gal/3;63583;0
177;192.168.56.3;5683;www.inrow15.gal/3;38232;0
178;192.168.56.1;5683;www.inrow15.gal/4;63584;0
179;192.168.56.3;5683;www.inrow15.gal/4;28457;0
180;192.168.56.1;5683;www.inrow23.gal/1;63585;0
181;192.168.56.4;5683;www.inrow23.gal/1;33781;0
182;192.168.56.1;5683;www.inrow23.gal/2;63586;0
183;192.168.56.4;5683;www.inrow23.gal/2;15466;0
184;192.168.56.1;5683;www.inrow23.gal/3;63587;0
185;192.168.56.4;5683;www.inrow23.gal/3;62216;0
186;192.168.56.1;5683;www.inrow23.gal/4;63588;0
187;192.168.56.4;5683;www.inrow23.gal/4;13978;0
188;192.168.56.1;5683;www.inrow25.gal/1;63589;0
189;192.168.56.5;5683;www.inrow25.gal/1;14228;0
190;192.168.56.1;5683;www.inrow25.gal/2;63590;0
191;192.168.56.5;5683;www.inrow25.gal/2;50767;0
192;192.168.56.1;5683;www.inrow25.gal/3;63591;0
193;192.168.56.5;5683;www.inrow25.gal/3;57415;0
194;192.168.56.1;5683;www.inrow25.gal/4;63592;0
195;192.168.56.5;5683;www.inrow25.gal/4;53665;0
196;192.168.56.1;5353;;;0
197;;5353;;;0
198;;;;;0
199;;;;;0
200;;;;;0
201;;;;;0
202;192.168.56.1;5683;www.inrow13.gal/1;63593;0
203;192.168.56.2;5683;www.inrow13.gal/1;19181;0
204;192.168.56.1;5683;www.inrow13.gal/2;63594;0
205;192.168.56.2;5683;www.inrow13.gal/2;9027;0
206;192.168.56.1;5683;www.inrow13.gal/3;63595;0
207;192.168.56.2;5683;www.inrow13.gal/3;33058;0
208;192.168.56.1;5683;www.inrow13.gal/4;63596;0
209;192.168.56.2;5683;www.inrow13.gal/4;10919;0
210;192.168.56.1;5683;www.inrow15.gal/1;63597;0
211;192.168.56.3;5683;www.inrow15.gal/1;57598;0
212;192.168.56.1;5683;www.inrow15.gal/2;63598;0
213;192.168.56.3;5683;www.inrow15.gal/2;64029;0
214;192.168.56.1;5683;www.inrow15.gal/3;63599;0
215;192.168.56.3;5683;www.inrow15.gal/3;2501;0
216;192.168.56.1;5683;www.inrow15.gal/4;63600;0
217;192.168.56.3;5683;www.inrow15.gal/4;35441;0
218;192.168.56.1;5683;www.inrow23.gal/1;63601;0
219;192.168.56.4;5683;www.inrow23.gal/1;15762;0
220;192.168.56.1;5683;www.inrow23.gal/2;63602;0
221;192.168.56.4;5683;www.inrow23.gal/2;41598;0
222;192.168.56.1;5683;www.inrow23.gal/3;63603;0
223;192.168.56.4;5683;www.inrow23.gal/3;22890;0
224;192.168.56.1;5683;www.inrow23.gal/4;63604;0
225;192.168.56.4;5683;www.inrow23.gal/4;53523;0
226;192.168.56.1;5683;www.inrow25.gal/1;63605;0
227;192.168.56.5;5683;www.inrow25.gal/1;33102;0
228;192.168.56.1;5683;www.inrow25.gal/2;63606;0
229;192.168.56.5;5683;www.inrow25.gal/2;49652;0
230;192.168.56.1;5683;www.inrow25.gal/3;63607;0
231;192.168.56.5;5683;www.inrow25.gal/3;2166;0
232;192.168.56.1;5683;www.inrow25.gal/4;63608;0
233;192.168.56.5;5683;www.inrow25.gal/4;37359;0
234;;;;;0
235;;;;;0
236;;;;;0
237;192.168.56.1;5683;www.inrow13.gal/1;63609;0
238;192.168.56.2;5683;www.inrow13.gal/1;14822;0
239;192.168.56.1;5683;www.inrow13.gal/2;63610;0
240;192.168.56.2;5683;www.inrow13.gal/2;14741;0
241;192.168.56.1;5683;www.inrow13.gal/3;63611;0
242;192.168.56.2;5683;www.inrow13.gal/3;1302;0
243;192.168.56.1;5683;www.inrow13.gal/4;63612;0
244;192.168.56.2;5683;www.inrow13.gal/4;5338;0
245;192.168.56.1;5683;www.inrow15.gal/1;63613;0
246;192.168.56.3;5683;www.inrow15.gal/1;30784;0
247;192.168.56.1;5683;www.inrow15.gal/2;63614;0
248;192.168.56.3;5683;www.inrow15.gal/2;12196;0
249;192.168.56.1;5683;www.inrow15.gal/3;63615;0
250;192.168.56.3;5683;www.inrow15.gal/3;64837;0
251;192.168.56.1;5683;www.inrow15.gal/4;63616;0
252;192.168.56.3;5683;www.inrow15.gal/4;17844;0
253;192.168.56.1;5683;www.inrow23.gal/1;63617;0
254;192.168.56.4;5683;www.inrow23.gal/1;55952;0
255;192.168.56.1;5683;www.inrow23.gal/2;63618;0
256;192.168.56.4;5683;www.inrow23.gal/2;43034;0
257;192.168.56.1;5683;www.inrow23.gal/3;63619;0
258;192.168.56.4;5683;www.inrow23.gal/3;26342;0
259;192.168.56.1;5683;www.inrow23.gal/4;63620;0
260;192.168.56.4;5683;www.inrow23.gal/4;9810;0
261;192.168.56.1;5683;www.inrow25.gal/1;63621;0
262;192.168.56.5;5683;www.inrow25.gal/1;31780;0
263;192.168.56.1;5683;www.inrow25.gal/2;63622;0
264;192.168.56.5;5683;www.inrow25.gal/2;21888;0
265;192.168.56.1;5683;www.inrow25.gal/3;63623;0
266;192.168.56.5;5683;www.inrow25.gal/3;35244;0
267;192.168.56.1;5683;www.inrow25.gal/4;63624;0
268;192.168.56.5;5683;www.inrow25.gal/4;37971;0
269;;;;;0
270;;;;;0
271;192.168.56.1;5683;www.inrow13.gal/1;63625;0
272;192.168.56.2;5683;www.inrow13.gal/1;30613;0
273;192.168.56.1;5683;www.inrow13.gal/2;63626;0
274;192.168.56.2;5683;www.inrow13.gal/2;50026;0
275;192.168.56.1;5683;www.inrow13.gal/3;63627;0
276;192.168.56.2;5683;www.inrow13.gal/3;48714;0
277;192.168.56.1;5683;www.inrow13.gal/4;63628;0
278;192.168.56.2;5683;www.inrow13.gal/4;56708;0
279;192.168.56.1;5683;www.inrow15.gal/1;63629;0
280;192.168.56.3;5683;www.inrow15.gal/1;51840;0
281;192.168.56.1;5683;www.inrow15.gal/2;63630;0
282;192.168.56.3;5683;www.inrow15.gal/2;42564;0
283;192.168.56.1;5683;www.inrow15.gal/3;63631;0
284;192.168.56.3;5683;www.inrow15.gal/3;63233;0
285;192.168.56.1;5683;www.inrow15.gal/4;63632;0
286;192.168.56.3;5683;www.inrow15.gal/4;36532;0
287;192.168.56.1;5683;www.inrow23.gal/1;63633;0
288;192.168.56.4;5683;www.inrow23.gal/1;57758;0
289;192.168.56.1;5683;www.inrow23.gal/2;63634;0
290;192.168.56.4;5683;www.inrow23.gal/2;11104;0
291;192.168.56.1;5683;www.inrow23.gal/3;63635;0
292;192.168.56.4;5683;www.inrow23.gal/3;37450;0
293;192.168.56.1;5683;www.inrow23.gal/4;63636;0
294;192.168.56.4;5683;www.inrow23.gal/4;47104;0
295;192.168.56.1;5683;www.inrow25.gal/1;63637;0
296;192.168.56.5;5683;www.inrow25.gal/1;37780;0
297;192.168.56.1;5683;www.inrow25.gal/2;63638;0
298;192.168.56.5;5683;www.inrow25.gal/2;45643;0
299;192.168.56.1;5683;www.inrow25.gal/3;63639;0
300;192.168.56.5;5683;www.inrow25.gal/3;55070;0
301;192.168.56.1;5683;www.inrow25.gal/4;63640;0
302;192.168.56.5;5683;www.inrow25.gal/4;57736;0
303;192.168.56.1;5683;www.inrow13.gal/1;63641;0
304;192.168.56.2;5683;www.inrow13.gal/1;36828;0
305;192.168.56.1;5683;www.inrow13.gal/2;63642;0
306;192.168.56.2;5683;www.inrow13.gal/2;57772;0
307;192.168.56.1;5683;www.inrow13.gal/3;63643;0
308;192.168.56.2;5683;www.inrow13.gal/3;31047;0
309;192.168.56.1;5683;www.inrow13.gal/4;63644;0
310;192.168.56.2;5683;www.inrow13.gal/4;50986;0
311;192.168.56.1;5683;www.inrow15.gal/1;63645;0
312;192.168.56.3;5683;www.inrow15.gal/1;47107;0
313;192.168.56.1;5683;www.inrow15.gal/2;63646;0
314;192.168.56.3;5683;www.inrow15.gal/2;45353;0
315;192.168.56.1;5683;www.inrow15.gal/3;63647;0
316;192.168.56.3;5683;www.inrow15.gal/3;4827;0
317;192.168.56.1;5683;www.inrow15.gal/4;63648;0
318;192.168.56.3;5683;www.inrow15.gal/4;59864;0
319;192.168.56.1;5683;www.inrow23.gal/1;63649;0
320;192.168.56.4;5683;www.inrow23.gal/1;33522;0
321;192.168.56.1;5683;www.inrow23.gal/2;63650;0
322;192.168.56.4;5683;www.inrow23.gal/2;49035;0
323;192.168.56.1;5683;www.inrow23.gal/3;63651;0
324;192.168.56.4;5683;www.inrow23.gal/3;50838;0
325;192.168.56.1;5683;www.inrow23.gal/4;63652;0
326;192.168.56.4;5683;www.inrow23.gal/4;31962;0
327;192.168.56.1;5683;www.inrow25.gal/1;63653;0
328;192.168.56.5;5683;www.inrow25.gal/1;17562;0
329;192.168.56.1;5683;www.inrow25.gal/2;63654;0
330;192.168.56.5;5683;www.inrow25.gal/2;54995;0
331;192.168.56.1;5683;www.inrow25.gal/3;63655;0
332;192.168.56.5;5683;www.inrow25.gal/3;13503;0
333;192.168.56.1;5683;www.inrow25.gal/4;63656;0
334;192.168.56.5;5683;www.inrow25.gal/4;62899;0
335;192.168.56.1;5683;www.inrow13.gal/1;63657;0
336;192.168.56.2;5683;www.inrow13.gal/1;29504;0
337;192.168.56.1;5683;www.inrow13.gal/2;63658;0
338;192.168.56.2;5683;www.inrow13.gal/2;25795;0
339;192.168.56.1;5683;www.inrow13.gal/3;63659;0
340;192.168.56.2;5683;www.inrow13.gal/3;7002;0
341;192.168.56.1;5683;www.inrow13.gal/4;63660;0
342;192.168.56.2;5683;www.inrow13.gal/4;62629;0
343;192.168.56.1;5683;www.inrow15.gal/1;63661;0
344;192.168.56.3;5683;www.inrow15.gal/1;48849;0
345;192.168.56.1;5683;www.inrow15.gal/2;63662;0
346;192.168.56.3;5683;www.inrow15.gal/2;197;0
347;192.168.56.1;5683;www.inrow15.gal/3;63663;0
348;192.168.56.3;5683;www.inrow15.gal/3;37967;0
349;192.168.56.1;5683;www.inrow15.gal/4;63664;0
350;192.168.56.3;5683;www.inrow15.gal/4;34081;0
351;192.168.56.1;5683;www.inrow23.gal/1;63665;0
352;192.168.56.4;5683;www.inrow23.gal/1;16131;0
353;192.168.56.1;5683;www.inrow23.gal/2;63666;0
354;192.168.56.4;5683;www.inrow23.gal/2;20319;0
355;192.168.56.1;5683;www.inrow23.gal/3;63667;0
356;192.168.56.4;5683;www.inrow23.gal/3;22344;0
357;192.168.56.1;5683;www.inrow23.gal/4;63668;0
358;192.168.56.4;5683;www.inrow23.gal/4;24983;0
359;192.168.56.1;5683;www.inrow25.gal/1;63669;0
360;192.168.56.5;5683;www.inrow25.gal/1;201;0
361;192.168.56.1;5683;www.inrow25.gal/2;63670;0
362;192.168.56.5;5683;www.inrow25.gal/2;15290;0
363;192.168.56.1;5683;www.inrow25.gal/3;63671;0
364;192.168.56.5;5683;www.inrow25.gal/3;41665;0
365;192.168.56.1;5683;www.inrow25.gal/4;63672;0
366;192.168.56.5;5683;www.inrow25.gal/4;32134;0
367;192.168.56.1;5683;www.inrow13.gal/1;63673;0
368;192.168.56.2;5683;www.inrow13.gal/1;60367;0
369;192.168.56.1;5683;www.inrow13.gal/2;63674;0
370;192.168.56.2;5683;www.inrow13.gal/2;59623;0
371;192.168.56.1;5683;www.inrow13.gal/3;63675;0
372;192.168.56.2;5683;www.inrow13.gal/3;21031;0
373;192.168.56.1;5683;www.inrow13.gal/4;63676;0
374;192.168.56.2;5683;www.inrow13.gal/4;18839;0
375;192.168.56.1;5683;www.inrow15.gal/1;63677;0
376;192.168.56.3;5683;www.inrow15.gal/1;25934;0
377;192.168.56.1;5683;www.inrow15.gal/2;63678;0
378;192.168.56.3;5683;www.inrow15.gal/2;54076;0
379;192.168.56.1;5683;www.inrow15.gal/3;63679;0
380;192.168.56.3;5683;www.inrow15.gal/3;34273;0
381;192.168.56.1;5683;www.inrow15.gal/4;63680;0
382;192.168.56.3;5683;www.inrow15.gal/4;61779;0
383;192.168.56.1;5683;www.inrow23.gal/1;63681;0
384;192.168.56.4;5683;www.inrow23.gal/1;9692;0
385;192.168.56.1;5683;www.inrow23.gal/2;63682;0
386;192.168.56.4;5683;www.inrow23.gal/2;31718;0
387;192.168.56.1;5683;www.inrow23.gal/3;63683;0
388;192.168.56.4;5683;www.inrow23.gal/3;19014;0
389;192.168.56.1;5683;www.inrow23.gal/4;63684;0
390;192.168.56.4;5683;www.inrow23.gal/4;7346;0
391;192.168.56.1;5683;www.inrow25.gal/1;63685;0
392;192.168.56.5;5683;www.inrow25.gal/1;47381;0
393;192.168.56.1;5683;www.inrow25.gal/2;63686;0
394;192.168.56.5;5683;www.inrow25.gal/2;24548;0
395;192.168.56.1;5683;www.inrow25.gal/3;63687;0
396;192.168.56.5;5683;www.inrow25.gal/3;44467;0
397;192.168.56.1;5683;www.inrow25.gal/4;63688;0
398;192.168.56.5;5683;www.inrow25.gal/4;21207;0
399;192.168.56.1;5353;;;0
400;;5353;;;0
401;192.168.56.1;5683;www.inrow13.gal/1;63689;0
402;192.168.56.2;5683;www.inrow13.gal/1;37126;0
403;192.168.56.1;5683;www.inrow13.gal/2;63690;0
404;192.168.56.2;5683;www.inrow13.gal/2;47919;0
405;192.168.56.1;5683;www.inrow13.gal/3;63691;0
406;192.168.56.2;5683;www.inrow13.gal/3;12230;0
407;192.168.56.1;5683;www.inrow13.gal/4;63692;0
408;192.168.56.2;5683;www.inrow13.gal/4;15438;0
409;192.168.56.1;5683;www.inrow15.gal/1;63693;0
410;192.168.56.3;5683;www.inrow15.gal/1;9906;0
411;192.168.56.1;5683;www.inrow15.gal/2;63694;0
412;192.168.56.3;5683;www.inrow15.gal/2;37820;0
413;192.168.56.1;5683;www.inrow15.gal/3;63695;0
414;192.168.56.3;5683;www.inrow15.gal/3;19927;0
415;192.168.56.1;5683;www.inrow15.gal/4;63696;0
416;192.168.56.3;5683;www.inrow15.gal/4;59637;0
417;192.168.56.1;5683;www.inrow23.gal/1;63697;0
418;192.168.56.4;5683;www.inrow23.gal/1;63040;0
419;192.168.56.1;5683;www.inrow23.gal/2;63698;0
420;192.168.56.4;5683;www.inrow23.gal/2;34202;0
421;192.168.56.1;5683;www.inrow23.gal/3;63699;0
422;192.168.56.4;5683;www.inrow23.gal/3;59424;0
423;192.168.56.1;5683;www.inrow23.gal/4;63700;0
424;192.168.56.4;5683;www.inrow23.gal/4;17787;0
425;192.168.56.1;5683;www.inrow25.gal/1;63701;0
426;192.168.56.5;5683;www.inrow25.gal/1;38159;0
427;192.168.56.1;5683;www.inrow25.gal/2;63702;0
428;192.168.56.5;5683;www.inrow25.gal/2;43228;0
429;192.168.56.1;5683;www.inrow25.gal/3;63703;0
430;192.168.56.5;5683;www.inrow25.gal/3;24868;0
431;192.168.56.1;5683;www.inrow25.gal/4;63704;0
432;192.168.56.5;5683;www.inrow25.gal/4;45124;0
433;;;;;0
434;;;;;0
435;;;;;0
436;;;;;0
437;192.168.56.1;5683;www.inrow13.gal/1;63705;0
438;192.168.56.2;5683;www.inrow13.gal/1;64170;0
439;192.168.56.1;5683;www.inrow13.gal/2;63706;0
440;192.168.56.2;5683;www.inrow13.gal/2;10749;0
441;192.168.56.1;5683;www.inrow13.gal/3;63707;0
442;192.168.56.2;5683;www.inrow13.gal/3;14067;0
443;192.168.56.1;5683;www.inrow13.gal/4;63708;0
444;192.168.56.2;5683;www.inrow13.gal/4;34218;0
445;192.168.56.1;5683;www.inrow15.gal/1;63709;0
446;192.168.56.3;5683;www.inrow15.gal/1;44572;0
447;192.168.56.1;5683;www.inrow15.gal/2;63710;0
448;192.168.56.3;5683;www.inrow15.gal/2;37111;0
449;192.168.56.1;5683;www.inrow15.gal/3;63711;0
450;192.168.56.3;5683;www.inrow15.gal/3;6663;0
451;192.168.56.1;5683;www.inrow15.gal/4;63712;0
452;192.168.56.3;5683;www.inrow15.gal/4;40246;0
453;192.168.56.1;5683;www.inrow23.gal/1;63713;0
454;192.168.56.4;5683;www.inrow23.gal/1;44631;0
455;192.168.56.1;5683;www.inrow23.gal/2;63714;0
456;192.168.56.4;5683;www.inrow23.gal/2;5632;0
457;192.168.56.1;5683;www.inrow23.gal/3;63715;0
458;192.168.56.4;5683;www.inrow23.gal/3;48739;0
459;192.168.56.1;5683;www.inrow23.gal/4;63716;0
460;192.168.56.4;5683;www.inrow23.gal/4;65187;0
461;192.168.56.1;5683;www.inrow25.gal/1;63717;0
462;192.168.56.5;5683;www.inrow25.gal/1;20374;0
463;192.168.56.1;5683;www.inrow25.gal/2;63718;0
464;192.168.56.5;5683;www.inrow25.gal/2;21989;0
465;192.168.56.1;5683;www.inrow25.gal/3;63719;0
466;192.168.56.5;5683;www.inrow25.gal/3;38109;0
467;192.168.56.1;5683;www.inrow25.gal/4;63720;0
468;192.168.56.5;5683;www.inrow25.gal/4;2663;0
469;;;;;0
470;;;;;0
471;;;;;0
472;192.168.56.1;5683;www.inrow13.gal/1;63721;0
473;192.168.56.2;5683;www.inrow13.gal/1;2751;0
474;192.168.56.1;5683;www.inrow13.gal/2;63722;0
475;192.168.56.2;5683;www.inrow13.gal/2;9863;0
476;192.168.56.1;5683;www.inrow13.gal/3;63723;0
477;192.168.56.2;5683;www.inrow13.gal/3;55776;0
478;192.168.56.1;5683;www.inrow13.gal/4;63724;0
479;192.168.56.2;5683;www.inrow13.gal/4;54408;0
480;192.168.56.1;5683;www.inrow15.gal/1;63725;0
481;192.168.56.3;5683;www.inrow15.gal/1;6644;0
482;192.168.56.1;5683;www.inrow15.gal/2;63726;0
483;192.168.56.3;5683;www.inrow15.gal/2;52925;0
484;192.168.56.1;5683;www.inrow15.gal/3;63727;0
485;192.168.56.3;5683;www.inrow15.gal/3;32008;0
486;192.168.56.1;5683;www.inrow15.gal/4;63728;0
487;192.168.56.3;5683;www.inrow15.gal/4;10020;0
488;192.168.56.1;5683;www.inrow23.gal/1;63729;0
489;192.168.56.4;5683;www.inrow23.gal/1;39417;0
490;192.168.56.1;5683;www.inrow23.gal/2;63730;0
491;192.168.56.4;5683;www.inrow23.gal/2;49187;0
492;192.168.56.1;5683;www.inrow23.gal/3;63731;0
493;192.168.56.4;5683;www.inrow23.gal/3;25195;0
494;192.168.56.1;5683;www.inrow23.gal/4;63732;0
495;192.168.56.4;5683;www.inrow23.gal/4;40477;0
496;192.168.56.1;5683;www.inrow25.gal/1;63733;0
497;192.168.56.5;5683;www.inrow25.gal/1;37335;0
498;192.168.56.1;5683;www.inrow25.gal/2;63734;0
499;192.168.56.5;5683;www.inrow25.gal/2;63822;0
500;192.168.56.1;5683;www.inrow25.gal/3;63735;0
501;192.168.56.5;5683;www.inrow25.gal/3;32494;0
502;192.168.56.1;5683;www.inrow25.gal/4;63736;0
503;192.168.56.5;5683;www.inrow25.gal/4;64519;0
